word,score
aback,0.15605074313906875
abase,0.22011182238667898
abate,0.20309279062596364
abbey,0.16964622880049335
abbot,0.15831419056429233
abhor,0.298224532839963
abide,0.3446466111625039
abled,0.32826449583718775
abode,0.35143531298180697
abort,0.3269308911501696
about,0.32657773666358314
above,0.3408753623188405
abuse,0.3989050385445575
abyss,0.20466685168054272
acorn,0.3263051248843663
acrid,0.3024629293863706
actor,0.34415343817452976
acute,0.34784952204748687
adage,0.19889293863706445
adapt,0.18406787542399014
adept,0.34145652790625963
admin,0.29546730804810356
admit,0.306035621338267
adobe,0.35463531298180695
adopt,0.314047289546716
adore,0.3950178230033919
adorn,0.33229769966080785
adult,0.3100620413197656
affix,0.11560521739130435
afire,0.3540000740055504
afoot,0.17171697810669134
afoul,0.2896955658341042
after,0.37604620413197654
again,0.20236071538698738
agape,0.19314727104532842
agate,0.20426384212149246
agent,0.3552083379586803
agile,0.35762227567067534
aging,0.15557778600061672
aglow,0.27179655874190567
agony,0.2924139377119951
agora,0.19305201356768423
agree,0.23337702127659574
ahead,0.21626717237126117
aider,0.3704691211840888
aisle,0.4375151649707061
alarm,0.1998659636139377
album,0.27875081097749
alert,0.39658881282762876
algae,0.21068971939562134
alibi,0.16746111625038546
alien,0.384828788159112
align,0.30218215232809126
alike,0.36123919827320383
alive,0.35377534381745296
allay,0.1283963490595128
alley,0.19645491211840888
allot,0.18008287388220787
allow,0.18045156953438177
alloy,0.17723029293863707
aloft,0.3053831390687635
alone,0.40225748997841504
along,0.3266508541473944
aloof,0.17310285538082024
aloud,0.3173646130126426
alpha,0.18147147702744373
altar,0.2061940178846747
alter,0.39434881282762874
amass,0.162390239490184
amaze,0.18780800493370337
amber,0.3464840209682393
amble,0.3209901942645699
amend,0.3372652482269503
amiss,0.2165867776749923
amity,0.28667226641998145
among,0.3045829910576627
ample,0.33831398088189946
amply,0.25877700894233735
amuse,0.39196585877274126
angel,0.353500092506938
anger,0.36539391921060743
angle,0.35294009250693803
angry,0.2965769472710453
angst,0.3428545914276904
anime,0.36308092506938017
ankle,0.34751701510946653
annex,0.17326672833795867
annoy,0.16957022510021585
annul,0.15695361085414739
anode,0.3697039284613013
antic,0.296530841813136
anvil,0.28281522047486896
aorta,0.20737942645698426
apart,0.20361156953438175
aphid,0.2655122294172063
aping,0.2690172556275054
apnea,0.2060305272895467
apple,0.19272847363552267
apply,0.15775998766574162
apron,0.3284063644773358
aptly,0.28319311748381126
arbor,0.1849582362010484
ardor,0.18212579710144927
arena,0.23315988899167436
argue,0.3589146592661116
arise,0.45132899167437557
armor,0.1914886463151403
aroma,0.1996913721862473
arose,0.4601976934936787
array,0.14776556686195907
arrow,0.18554539623805116
arson,0.40035757015109463
artsy,0.3651181498612396
ascot,0.3700859204440333
ashen,0.39031486894850453
aside,0.4303216034535923
askew,0.3588090286771508
assay,0.16697388837496147
asset,0.25953380203515264
atoll,0.18056287388220782
atone,0.38268573543015727
attic,0.17062957755164973
audio,0.3310267283379587
audit,0.30996415664508176
augur,0.14945763798951586
aunty,0.28463861856305894
avail,0.1813872833795868
avert,0.34579530064754854
avian,0.1745572494603762
avoid,0.30621254394079556
await,0.18378098057354306
awake,0.19644099907493062
award,0.1903659327782917
aware,0.22201274128893
awash,0.18738989824236818
awful,0.2519303854455751
awoke,0.327913536848597
axial,0.17473746530989825
axiom,0.27779860622880054
axion,0.28412640148011103
azure,0.3313790934320074
bacon,0.2958426148627814
badge,0.3154779155103299
badly,0.27472752389762567
bagel,0.3229114770274437
baggy,0.12533396238051187
baker,0.34130222633364166
baler,0.354311884057971
balmy,0.2534532223250077
banal,0.1766786062288005
banjo,0.26202185630588964
barge,0.3376053037311132
baron,0.32652257786000616
basal,0.20946179463459758
basic,0.34854028985507246
basil,0.35932642614862786
basin,0.35630635831020663
basis,0.2289363675609004
baste,0.3928326117792168
batch,0.2579219981498612
bathe,0.3238481899475794
baton,0.3112969966080789
batty,0.14782878815911193
bawdy,0.22373316065371568
bayou,0.28167257477644153
beach,0.3179138082022818
beady,0.30978757940178847
beard,0.35463832254085725
beast,0.40803261177921685
beech,0.17061729263028058
beefy,0.16175965464076472
befit,0.27030653098982427
began,0.3315714091890225
begat,0.315579722479186
beget,0.17245024976873266
begin,0.2953342460684551
begun,0.27225280296022203
being,0.30421424606845515
belch,0.25633452975639837
belie,0.1898204748689485
belle,0.141806278137527
belly,0.1646609312365094
below,0.30461523280912733
bench,0.2668344619179772
beret,0.1960704532839963
berry,0.17575475794017884
berth,0.29736273820536535
beset,0.21667669441874807
betel,0.18688353993216159
bevel,0.16747266111625037
bezel,0.16698834412580946
bible,0.16772610545790934
bicep,0.269909861239593
biddy,0.11444839962997225
bigot,0.25305332099907496
bilge,0.28443431390687635
billy,0.14412196114708603
binge,0.2854142460684551
bingo,0.2520050077089115
biome,0.30648384828862163
birch,0.23355041628122108
birth,0.2632447980265187
bison,0.3258178970089423
bitty,0.13063020659882826
black,0.26756220783225404
blade,0.3434644958371878
blame,0.33963019426456986
bland,0.28074437249460377
blank,0.27124827628738823
blare,0.355351884057971
blast,0.357532556275054
blaze,0.3083359111933395
bleak,0.3227683996299723
bleat,0.33988630280604376
bleed,0.18991263644773357
bleep,0.1814469688559975
blend,0.2947051495528831
bless,0.22600569842738205
blimp,0.2188480789392538
blind,0.25450720937403637
blink,0.23357111316682086
bliss,0.20050672833795868
blitz,0.22106693802035152
bloat,0.30943706444650015
block,0.23899374653098981
bloke,0.299799938328708
blond,0.25721591119333953
blood,0.16666339808818995
bloom,0.15362624730188099
blown,0.24069510946654332
bluer,0.30035327782917054
bluff,0.10371708911501695
blunt,0.24328757323465927
blurb,0.12480226950354609
blurt,0.25052146777674994
blush,0.27414759173604686
board,0.3297090841813136
boast,0.36750337341967315
bobby,0.09231175249254805
boney,0.29371261177921676
bongo,0.1393568547641073
bonus,0.31609645390070923
booby,0.09683825264672628
boost,0.19302745605920446
booth,0.15273524514338577
booty,0.15107584335491828
booze,0.1648691335183472
boozy,0.12046064754856613
borax,0.2742494973789701
borne,0.3352033549182855
bosom,0.1719794017884675
bossy,0.18926262102991057
botch,0.22191353684859697
bough,0.20654551958063522
boule,0.30387026827012026
bound,0.2512365834104225
bowel,0.2926152328091274
boxer,0.29469027443724943
brace,0.3452857477644157
braid,0.30324038236201045
brain,0.32453387604070305
brake,0.3390622263336417
brand,0.3035181991982732
brash,0.3350400246685168
brass,0.22593222325007706
brave,0.3295983718778908
bravo,0.2908291335183472
brawl,0.2777774653098982
brawn,0.26515739747147704
bread,0.3580783225408572
break,0.3489022263336417
breed,0.1988595497995683
briar,0.17468388529139683
bribe,0.16547301880974408
brick,0.23561887141535615
bride,0.3203211594202899
brief,0.3032121122417515
brine,0.3199346530989824
bring,0.26016801726796174
brink,0.2439449398704903
briny,0.2422376811594203
brisk,0.2987113166820845
broad,0.32402908418131354
broil,0.28706548257785997
broke,0.32233376503237743
brood,0.15793031144002465
brook,0.1545422633364169
broom,0.1556131606537157
broth,0.2626734998458218
brown,0.25922893617021275
brunt,0.24918139993832875
brush,0.2916414184397163
brute,0.30878152328091274
buddy,0.1209076780758557
budge,0.2555193092815294
buggy,0.09979465926611163
bugle,0.26719287079864323
build,0.25186794942954055
built,0.26508975639839655
bulge,0.26975287079864324
bulky,0.19735282146160962
bully,0.13082123959296948
bunch,0.20427507863089733
bunny,0.12444117175454826
burly,0.2344163058896084
burnt,0.2564613999383287
burst,0.3146677767499229
bused,0.32397219858156023
bushy,0.24951067530064755
butch,0.19996339192106077
butte,0.15877797101449273
buxom,0.18616920135676843
buyer,0.2948363613937712
bylaw,0.23820672217082944
cabal,0.17083557200123345
cabby,0.11848313290163431
cabin,0.28521391304347826
cable,0.33971192106074627
cacao,0.1281015027238154
cache,0.17140817761332103
cacti,0.15382238667900094
caddy,0.13929825470243604
cadet,0.34175528831329016
cagey,0.3027771076164046
cairn,0.3141564230650632
camel,0.33789274128892993
cameo,0.35306355843354914
canal,0.19048987974098058
candy,0.2732500030835646
canny,0.1464317483811286
canoe,0.36827135368485975
canon,0.17441561517113782
caper,0.3444495343817453
caput,0.2609045698427382
carat,0.19064094973789703
cargo,0.31501861239592965
carol,0.34028519272278746
carry,0.18102564292321924
carve,0.328420918902251
caste,0.40869515880357693
catch,0.1553722725871107
cater,0.36964267653407334
catty,0.149080061671292
caulk,0.25583156336725255
cause,0.4106075855689177
cavil,0.2605691520197348
cease,0.24814348442799877
cedar,0.3583408695652174
cello,0.17949607153869873
chafe,0.28985988282454517
chaff,0.1145686093123651
chain,0.2914244835029294
chair,0.31033837804502007
chalk,0.2554527782917052
champ,0.24354967622571694
chant,0.27587061362935555
chaos,0.35609956213382665
chard,0.27436270120259015
charm,0.27828839962997226
chart,0.3014245081714462
chase,0.39174880049337035
chasm,0.3076608818994758
cheap,0.32227759481961143
cheat,0.3367507369719396
check,0.15027370952821462
cheek,0.17519680542707367
cheer,0.19644854764107306
chess,0.21483791551032994
chest,0.3508377674992291
chick,0.11805473943879126
chide,0.2743317668825162
chief,0.27714271970397786
child,0.24855171137835338
chili,0.1429836941103916
chill,0.14359263644773357
chime,0.2746574653098982
china,0.2950244835029294
chirp,0.23391420289855075
chock,0.1135290903484428
choir,0.2799299167437558
choke,0.2825043724946038
chord,0.25795423990132593
chore,0.31884785692260253
chose,0.3687003391921061
chuck,0.10915401788467469
chump,0.18199106999691644
chunk,0.1949541042244835
churn,0.23129758865248226
chute,0.27615213074313905
cider,0.32186370644465007
cigar,0.2995899105766266
cinch,0.1177695343817453
circa,0.16703517730496453
civic,0.09504861753520404
civil,0.14436599444958373
clack,0.1359123774283071
claim,0.30361480111008327
clamp,0.2647877890841813
clang,0.26749390070921986
clank,0.2655908233117484
clash,0.33724874498920754
clasp,0.334281961147086
class,0.23343658341042248
clean,0.36358053654024053
clear,0.38441443108233114
cleat,0.3480688498304039
cleft,0.27746696268886833
clerk,0.3052654949121184
click,0.13639379586802344
cliff,0.1205890841813136
climb,0.2305068393462843
cling,0.23997673758865248
clink,0.23087366019118102
cloak,0.2957817082947887
clock,0.13850814677767498
clone,0.3293320752389763
close,0.4000184520505705
cloth,0.26184222016651254
cloud,0.26387919827320383
clout,0.2670210052420598
clove,0.28835863089731734
clown,0.2446376564909035
cluck,0.10677307431390687
clued,0.28168843663274745
clump,0.20706918285538084
clung,0.21665529448041934
coach,0.16490355843354917
coast,0.3845659204440333
cobra,0.30931650940487204
cocoa,0.12636534895672732
colon,0.16160141843971632
color,0.18137836571076166
comet,0.31279252543940794
comfy,0.20836469935245144
comic,0.14505010175763183
comma,0.15264781991982732
conch,0.12412388529139684
condo,0.15476463768115944
conic,0.13657399938328707
copse,0.3550135553499846
coral,0.3390051927227875
corer,0.17794989824236818
corny,0.2671289300030835
couch,0.13176425531914893
cough,0.22248806660499537
could,0.27667919827320386
count,0.27336093740363865
coupe,0.2989679185938946
court,0.2965948319457293
coven,0.2826185630588961
cover,0.31785245760098674
covet,0.28646687634905954
covey,0.26596171446191796
cower,0.30293160653715695
coyly,0.124449127351218
crack,0.15637929078014184
craft,0.2901200123342584
cramp,0.27364161578785073
crane,0.36731436324391
crank,0.28532465001541785
crash,0.35402257169287693
crass,0.22030349676225716
crate,0.36900267653407337
crave,0.328900918902251
crawl,0.2858800123342584
craze,0.3239322849213691
crazy,0.26695531298180697
creak,0.3338047733580019
cream,0.35786656799259947
credo,0.32649240826395315
creed,0.19891082331174836
creek,0.1969627752081406
creep,0.19668515572001233
creme,0.1905936725254394
crepe,0.18892515572001234
crept,0.3052185013876041
cress,0.22172388529139686
crest,0.38084970706136295
crick,0.12630070921985814
cried,0.32738370644465
crier,0.1794355473327166
crime,0.32562940487203207
crimp,0.2358044526672834
crisp,0.3168186247301881
croak,0.2985555349984582
crock,0.1333750601295097
crone,0.33282590194264566
crony,0.26312893000308357
crook,0.15499353684859699
cross,0.22465926611162504
croup,0.2514816897934012
crowd,0.25523798951588034
crown,0.2618114831945729
crude,0.30662226333641696
cruel,0.3217358248535307
crumb,0.21339922294172065
crump,0.21768300955905026
crush,0.2973439654640765
crust,0.3172503237742831
crypt,0.23408152944804195
cubic,0.12182461917977182
cumin,0.22799612704286154
curio,0.27990870181930316
curly,0.24683885291396856
curry,0.14676633980881898
curse,0.37212213382670367
curve,0.2806223126734505
curvy,0.2019653407338884
cutie,0.30801235892691947
cyber,0.2869895528831329
cycle,0.1613991366019118
cynic,0.12147013259327782
daddy,0.11414302806043788
daily,0.3126383225408572
dairy,0.3169321492445266
daisy,0.35310463151403015
dally,0.1552881036077706
dance,0.3491069750231267
dandy,0.14874128893000307
datum,0.2703141782300339
daunt,0.28152197348134445
dealt,0.3692614246068455
death,0.35402331174838114
debar,0.33775832254085725
debit,0.3033355781683626
debug,0.2525593092815294
debut,0.29129413506012947
decal,0.3402070428615479
decay,0.3267701264261486
decor,0.33353240826395314
decoy,0.29652166512488437
decry,0.2886846746839346
defer,0.18787258711069998
deign,0.2874293678692568
deity,0.3096673450508788
delay,0.35203626271970395
delta,0.3686214246068455
delve,0.17808022201665125
demon,0.3174167869256861
demur,0.2880605365402405
denim,0.302628085106383
dense,0.22760009867406722
depot,0.3224880666049954
depth,0.28599913660191184
derby,0.29450212765957445
deter,0.20691801418439715
detox,0.29051981498612395
deuce,0.18013424606845513
devil,0.2955625038544557
diary,0.3169321492445266
dicey,0.2830929633055812
digit,0.14509987049028678
dilly,0.13696952204748689
dimly,0.23251118100524204
diner,0.3359497748997841
dingo,0.25706012950971324
dingy,0.2211723959296947
diode,0.17684663583102067
dirge,0.3069832624113475
dirty,0.27906111625038543
disco,0.32846695035460993
ditch,0.2361799568300956
ditto,0.15994163428923838
ditty,0.1353177674992291
diver,0.3005763305581252
dizzy,0.09800737588652482
dodge,0.1675022880049337
dodgy,0.12725380203515263
dogma,0.2805694973789701
doing,0.27986012950971323
dolly,0.14940387295713847
donor,0.17350461917977184
donut,0.2677535121800802
dopey,0.29350290471785384
doubt,0.2600448967005859
dough,0.22832064138143693
dowdy,0.11530991057662658
dowel,0.2959903546099291
downy,0.22055331483194573
dowry,0.2433872093740364
dozen,0.29596250385445577
draft,0.29915258711070003
drain,0.3303089978415048
drake,0.35187734813444344
drama,0.19590918285538084
drank,0.2945972247918594
drape,0.3500421091581869
drawl,0.28211258711070003
drawn,0.29205251927227877
dread,0.19652672217082948
dream,0.366739142769041
dress,0.24316017267961765
dried,0.18252814061054579
drier,0.18887183472093738
drift,0.2584354239901326
drill,0.16463489361702127
drink,0.267800061671292
drive,0.3143363305581252
droit,0.299108849830404
droll,0.1577892445266728
drone,0.35057847671908726
drool,0.16969465309898243
droop,0.15503220474868948
dross,0.2068955534998458
drove,0.3186450323774283
drown,0.2613240579710145
druid,0.14212844896700585
drunk,0.2462386185630589
dryer,0.17868231884057972
dryly,0.12756691951896393
duchy,0.19091335183472094
dully,0.12118880049337033
dummy,0.11384093740363863
dumpy,0.18866484119642304
dunce,0.27602836879432624
dusky,0.2571142522355843
dusty,0.29143215541165585
dutch,0.2210185137218625
duvet,0.26466930619796486
dwarf,0.25748997841504784
dwell,0.15880976873265495
dwelt,0.2805277829170521
dying,0.2356523959296947
eager,0.22585702127659574
eagle,0.22059010792476103
early,0.38656365094048717
earth,0.3775906999691644
easel,0.24769655257477646
eaten,0.23008748689485042
eater,0.23370443416589576
ebony,0.3004326117792168
eclat,0.34246884983040393
edict,0.30535812519272276
edify,0.26333649090348443
eerie,0.17004117175454825
egret,0.19140150477952514
eight,0.30411312981806965
eject,0.1699113660191181
eking,0.27025327166204133
elate,0.21091752081406107
elbow,0.29493523280912737
elder,0.21214389145852608
elect,0.20197481344434165
elegy,0.17904201048411963
elfin,0.2934269010175763
elide,0.19058803576934938
elite,0.21827893925377737
elope,0.19847671908726486
elude,0.18920731421523282
email,0.37290099290780143
embed,0.1729187049028677
ember,0.18630239901325935
emcee,0.1451311912837907
empty,0.2838060314523589
enact,0.35008878199198273
endow,0.28993028677150784
enema,0.20967943262411348
enemy,0.19429133518347208
enjoy,0.29383440024668517
ennui,0.1644850570459451
ensue,0.21948721554116554
enter,0.22140476102374346
entry,0.33247255010792476
envoy,0.2871677829170521
epoch,0.2861891335183472
epoxy,0.26348331791551033
equal,0.3246807277212458
equip,0.26023866790009254
erase,0.2616034659266111
erect,0.20396172679617636
erode,0.21212930003083563
error,0.15755325316065372
erupt,0.3112253098982424
essay,0.25012122109158186
ester,0.23602794942954056
ether,0.20093573851372187
ethic,0.2981935738513722
ethos,0.3783947209374037
etude,0.1869414369411039
evade,0.20026986123959298
event,0.19766109158186865
every,0.2024254579093432
evict,0.2771981745297564
evoke,0.18003758248535306
exact,0.3176557015109467
exalt,0.323081837804502
excel,0.1763941165587419
exert,0.18926822078322542
exile,0.19061824236817762
exist,0.3565109836571076
expel,0.17256473635522662
extol,0.29675337650323774
extra,0.3542556645081714
exult,0.26304323157570153
eying,0.28062601295097134
fable,0.3145954486586494
facet,0.3197662411347518
faint,0.2940543694110392
fairy,0.2962231020659883
faith,0.28399632439099604
false,0.4040304409497379
fancy,0.2531009559050262
fanny,0.14403351218008018
farce,0.33427182238667896
fatal,0.18513580018501385
fatty,0.15196182547024362
fault,0.28815299414122725
fauna,0.17122197964847363
favor,0.28941520814061056
feast,0.39741868640148015
fecal,0.3195779956830096
feign,0.26936032069071847
fella,0.18602206598828247
felon,0.31117560283687945
femme,0.12003639428512694
femur,0.2771914893617021
fence,0.18337935245143383
feral,0.3546579586802343
ferry,0.1722077952513105
fetal,0.34223237742830714
fetch,0.2583088498304039
fetid,0.28480165279062597
fetus,0.3409800801726796
fever,0.18247261177921675
fewer,0.18585218624730188
fiber,0.29953211224175147
fibre,0.29641211224175146
ficus,0.2672477582485353
field,0.3095734073388838
fiend,0.2859933395004625
